"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест собирает всех персонажей из фильмов с Вейдером и сохраняет в файл без дубликатов.","4276","Сбор имён и сохранение в файл","","Sat Aug 22 06:45:56 UTC 2026","passed","Sat Aug 22 06:46:01 UTC 2026","","test_vader","",""
